ENTITY_ID,SYS_ID,ADDRESS_LINE,ADDRESS_CITY,ADDRESS_STATE,ADDRESS_COUNTRY,SUB_ENTITY_ID,BATCH_NO,BATCH_DATE
"HM12249","9235"," Suite 1 59 Azadi Ali North Sohrevardi Avenue","","Tehran 1576935561","","","19790463","20130510"
"HM12250","9236"," No 599, Stage 3 Ata Al Malek Blvd Emam Khomeini Street","","Esfahan","","","19790463","20130510"
"HM12251","9237"," Tavakoli Building, Opposite 15th Alley Emam-Jomeh Street","","Tehran","Iran","","19790463","20130510"
"HM12252","9238"," No 3, Building 3 Shahid Hamid Sadigh Alley Shariati Street","","Tehran","Iran","","19790463","20130510"
"HM12253","9239"," No 84, Street 20 North Amir Abad","","Tehran","","","19790463","20130510"
"HM12254","9240"," 3, Qarqavol Close 20th Street","","Tehran","","","19790463","20130510"
"HM12256","9241"," 18 Shahid Dehghani Street Qarani Street","","Tehran 19395-5999","","","19790463","20130510"
"HM12257","9242"," 1139/1 Unit 104 Gol Building Gol Alley North Side of Sae Vali Asr Avenue","PO Box 19395-6439","Teheran","","","19790463","20130510"
"HM12258","9243"," Unit 5, 2nd Floor, No 75 Mehran Afrand St Sattarkhan St","","Teheran","","","19790463","20130510"
"HM12259","9244"," Istasyon MH Sehitler cad Guldeniz Sit Number 79/2","Tuzla 34930","Istanbul","","","19790463","20130510"
"HM12260","9245"," 90, Fathi Shaghaghi Street","","Tehran","Iran","","19790463","20130510"
"HM12261","9246"," Entry 3, No 11 12th Street Miremad Alley Abbas Abad","","Tehran","","","19790463","20130510"
"HM12263","9247"," 44, 180th Street West","","Tehran, 16539-75751","","","19790463","20130510"
"HM12264","9248"," Unit 7, 3rd Floor Mehdi Building Kahorz Blvd","","Esfahan","Iran","","19790463","20130510"
"HM12266","9249"," 2nd km of Khalaj Road End of Seyyedi St PO Box 91735-549","","91735 Mashhad","Iran","","19790463","20130510"
"HM12268","9250"," 79/2 Tuzla 34940","","Istanbul","Turkey","","19790463","20130510"
"HM12270","9251"," 12 Ferdowsi Avenue Sakhaee avenue 30 Tir (south) nr 66","","Teheran","","","19790463","20130510"
"HM12271","9252"," No 11, Tawhid 6 Street Moj Street Darya Blvd Shahrak Gharb","","Tehran","Iran","","19790463","20130510"
"HM12273","9253"," No 101, West Zardosht Street 3rd Floor","","14157 Teheran","","","19790463","20130510"
"HM12273","9254"," No 139 Hoveyzeh Street","","15337 Teheran","","","19790463","20130510"
"HM12277","9255"," Mehrabad Airport","","Tehran","","","19790463","20130510"
"HM12290","9256"," Suite 1501 Shanghai Zhong Rong Plaza 1088 Pudong South Road","","Shanghai","China","","19790463","20130510"
"HM12291","9257"," No 115, Ghaem Magham Farahani St PO Box 15896-53313","","Teheran","Iran","","19790463","20130510"
"HM12292","9258"," Schottweg 7","","20087 Hamburg","Germany","","19790463","20130510"
"HM12293","9259"," 16th Kilometre Old Karaj Road","","Tehran","Iran","","19790463","20130510"
"HM12294","9260"," Sanaei Street","","Kish Island","Iran","","19790463","20130510"
"HM12296","9261"," 5 Saint Catharine Sq El Mansheya El Soghra","","Alexandria","Egypt","","19790463","20130510"
"HM12297","9262"," PO Box 5562","","Dubai","","","19790463","20130510"
"HM12298","9263"," Ground Floor, KDLB Building 58 West Wharf Road","Karachi - 74000","Sindh","Pakistan","","19790463","20130510"
"HM12300","9264"," 21/30 Thai Wah Tower 1 South Sathorn Road","","Bangkok 10120","Thailand","","19790463","20130510"
"HM12302","9265"," 284 Makarios III avenue Fortuna Court","","3105 Limassol","","","19790463","20130510"
"HM12303","9266"," 171, Old Bakery Street","","Valletta","","","19790463","20130510"
"HM12304","9267"," 143 Tower Road 1604 Sliema","","","Malta","","19790463","20130510"
"HM12305","9268"," 107 Falcon House Dubai Investment Park PO Box 361025","","Dubai","","","19790463","20130510"
"HM12308","9269"," Al Mana Road Al Sharaf Building Bur Dubai","","Dubai","","","19790463","20130510"
"HM12308","9270"," PO Box 5232","","Fujairah","United Arab Emirates","","19790463","20130510"
"HM12309","9271"," 171, Old Bakery Street","","Valletta","","","19790463","20130510"
"HM12313","9272"," Saif zone","","Dubai","","","19790463","20130510"
"HM12314","9273"," Kattrepelsbrucke 1","","20095 Hamburg","Germany","","19790463","20130510"
"HM12316","9274"," Dieudonnee No 1 Triq Tumas Fenech Qormi 19635-1114","","","Malta","","19790463","20130510"
"HM12317","9275"," Kattrepelsbrucke 1","","20095 Hamburg","Germany","","19790463","20130510"
"HM12318","9276","","","Dubai","United Arab Emirates","","19790463","20130510"
"HM12320","9277"," 171, Old Bakery Street","","Valletta","","","19790463","20130510"
"HM12321","9278"," 143 Tower Road","","1604 Sliema","Malta","","19790463","20130510"
"HM12322","9279"," Manning House 21 Bucks Road","","Douglas","Isle of Man","","19790463","20130510"
"HM12324","9280"," Room 1601, Workington Tower 78 Bonham Strand Sheung Wan","","","Hong Kong","","19790463","20130510"
"HM12325","9281"," 143 Tower Road","","1604 Sliema","Malta","","19790463","20130510"
"HM12326","9282"," 171, Old Bakery Street","","Valletta","","","19790463","20130510"
"HM12327","9283"," Room 1601, Workington Tower 78 Bonham Strand Sheung Wan","","","Hong Kong","","19790463","20130510"
"HM12328","9284"," 83 Victoria Street","","London","United Kingdom","","19790463","20130510"
"HM12331","9285"," 171, Old Bakery Street","","Valletta","","","19790463","20130510"
"HM12332","9286"," Room 1601, Workington Tower 78 Bonham Strand Sheung Wan","","","Hong Kong","","19790463","20130510"
"HM12333","9287"," Room 1601, Workington Tower 78 Bonham Strand Sheung Wan","","","Hong Kong","","19790463","20130510"
"HM12334","9288"," Room 1601, Workington Tower 78 Bonham Strand Sheung Wan","","","Hong Kong","","19790463","20130510"
"HM12335","9289"," Room 1601, Workington Tower 78 Bonham Strand Sheung Wan","","","Hong Kong","","19790463","20130510"
"HM12336","9290"," Room 1601, Workington Tower 78 Bonham Strand Sheung Wan","","","Hong Kong","","19790463","20130510"
"HM12337","9291"," Room 1601, Workington Tower 78 Bonham Strand Sheung Wan","","","Hong Kong","","19790463","20130510"
"HM12338","9292"," Suite 404, 4th Floor, Block B-1 PO Box 3671 Ajman Free Trade Zone","","Ajman","United Arab Emirates","","19790463","20130510"
"HM12339","9293"," Room 1601, Workington Tower 78 Bonham Strand Sheung Wan","","","Hong Kong","","19790463","20130510"
"HM12340","9294"," Kattrepelsbrucke 1","","20095 Hamburg","Germany","","19790463","20130510"
"HM12341","9295"," Kattrepelsbrucke 1","","20095 Hamburg","Germany","","19790463","20130510"
"HM12342","9296"," Room 1601, Workington Tower 78 Bonham Strand Sheung Wan","","","Hong Kong","","19790463","20130510"
"HM12344","9297"," Dieudonnee No 1 Triq Tumas Fenech Qormi 19635-1114","","","Malta","","19790463","20130510"
"HM12345","9298"," Dieudonnee No 1 Triq Tumas Fenech Qormi 19635-1114","","","Malta","","19790463","20130510"
"HM12346","9299"," 149 Rochor Road 01 - 26 Fu Lu Shou Complex","","","Singapore 188425","","19790463","20130510"
"HM12347","9300"," Dieudonnee No 1 Triq Tumas Fenech Qormi 19635-1114","","","Malta","","19790463","20130510"
"HM12348","9301"," 47st Bella Vista and Aquilino de la Guardia","","Panama City","Panama","","19790463","20130510"
"HM12349","9302"," 143 Tower Road","","1604 Sliema","Malta","","19790463","20130510"
"HM12350","9303"," 147/1 Ste Lucia Street 1185","","Valletta","","","19790463","20130510"
"HM12351","9304"," 147/1 Ste Lucia Street 1185","","Valletta","","","19790463","20130510"
"HM12352","9305"," 147/1 Ste Lucia Street 1185","","Valletta","","","19790463","20130510"
"HM12353","9306"," 147/1 Ste Lucia Street 1185","","Valletta","","","19790463","20130510"
"HM12354","9307"," 147/1 Ste Lucia Street 1185","","Valletta","","","19790463","20130510"
"HM12355","9308"," 147/1 Ste Lucia Street 1185","","Valletta","","","19790463","20130510"
"HM12356","9309"," 147/1 Ste Lucia Street 1185","","Valletta","","","19790463","20130510"
"HM12357","9310"," 147/1 Ste Lucia Street 1185","","Valletta","","","19790463","20130510"
"HM12358","9311"," 147/1 Ste Lucia Street 1185","","Valletta","","","19790463","20130510"
"HM12359","9312"," Dieudonnee No 1 Triq Tumas Fenech Qormi 19635-1114","","","Malta","","19790463","20130510"
"HM12361","9313"," 143 Tower Road","","1604 Sliema","Malta","","19790463","20130510"
"HM12362","9314","","","","Panama","","19790463","20130510"
"HM12364","9315"," Room 1601, Workington Tower 78 Bonham Strand Sheung Wan","","","Hong Kong","","19790463","20130510"
"HM12365","9316"," Room 1601, Workington Tower 78 Bonham Strand Sheung Wan","","","Hong Kong","","19790463","20130510"
"HM12366","9317"," 171, Old Bakery Street","","Valletta","","","19790463","20130510"
"HM12367","9318"," 143 Tower Road","","1604 Sliema","Malta","","19790463","20130510"
"HM12368","9319"," 143/1 Tower Road","","Sliema","","","19790463","20130510"
"HM12371","9320"," Room 1601, Workington Tower 78 Bonham Strand Sheung Wan","","","Hong Kong","","19790463","20130510"
"HM12372","9321"," 47st Bella Vista and Aquilino de la Guardia","","Panama City","Panama","","19790463","20130510"
"HM12373","9322"," Room 1601, Workington Tower 78 Bonham Strand Sheung Wan","","","Hong Kong","","19790463","20130510"
"HM12376","9323"," Room 1601, Workington Tower 78 Bonham Strand Sheung Wan","","","Hong Kong","","19790463","20130510"
"HM12379","9324"," Aghadir Building Room 306","","Dubai","United Arab Emirates","","19790463","20130510"
"HM12381","9325"," Kattrepelsbrucke 1","","20095 Hamburg","Germany","","19790463","20130510"
"HM12382","9326"," Kattrepelsbrucke 1","","20095 Hamburg","Germany","","19790463","20130510"
"HM12383","9327"," Dieudonnee No 1 Triq Tumas Fenech Qormi 19635-1114","","","Malta","","19790463","20130510"
"HM12384","9328"," 206 Sharaf Building Al Mina Road","","Dubai 113740","United Arab Emirates","","19790463","20130510"
"HM12385","9329"," Dieudonnee No 1 Triq Tumas Fenech Qormi 19635-1114","","","Malta","","19790463","20130510"
"HM12386","9330"," Kattrepelsbrucke 1","","20095 Hamburg","Germany","","19790463","20130510"
"HM12387","9331"," Room 1601, Workington Tower 78 Bonham Strand Sheung Wan","","","Hong Kong","","19790463","20130510"
"HM12388","9332"," Dieudonnee No 1 Triq Tumas Fenech Qormi 19635-1114","","","Malta","","19790463","20130510"
"HM12390","9333"," 111 Futura Plaza How Ming Street Kwun Tong","","","Hong Kong","","19790463","20130510"
"HM12392","9334"," Room 1601, Workington Tower 78 Bonham Strand Sheung Wan","","","Hong Kong","","19790463","20130510"
"HM12393","9335"," 200 Middle Road 14-03/04 Prime Centre","","","Singapore 188980","","19790463","20130510"
"HM12394","9336"," Room 1601, Workington Tower 78 Bonham Strand Sheung Wan","","","Hong Kong","","19790463","20130510"
"HM12397","9337"," PO Box 3321 Drake Chambers Road Town","","Tortola","British Virgin Islands","","19790463","20130510"
"HM12398","9338"," 143/1 Tower Road","","Sliema","","","19790463","20130510"
"HM12399","9339"," 143 Tower Road","","1604 Sliema","Malta","","19790463","20130510"
"HM12405","9340"," 143 Tower Road","","1604 Sliema","Malta","","19790463","20130510"
"HM12424","9341"," Al Qudsi building, 2nd Floor Baramkeh","","Damascus","","","19790463","20130510"
"HM12425","9342"," Al Watan Newspaper","","Damascus - Duty Free Zone","","","19790463","20130510"
"HM12426","9343"," Barzeh Street PO Box 4470","","Damas","","","19790463","20130510"
"HM12427","9344"," Maysat Square Al Rasafi Street Bldg. 9 PO Box 7155","","Damascus","","","19790463","20130510"
"HM12428","9345"," Baghdad Street 5 PO Box 6394","","Damascus","","","19790463","20130510"
"HM12429","9346"," PO Box 35202 Industrial Zone Al-Qadam Road","","Damascus","","","19790463","20130510"
"HM12430","9347"," Kaboon Street PO Box 5966","","Damascus","","","19790463","20130510"
"HM12431","9348"," PO Box 21120 Baramkeh","","Damascus","","","19790463","20130510"
"HM12431","9349"," PO Box 2849 Al Moutanabi Street","","Damascus","","","19790463","20130510"
"HM12431","9350"," PO Box 5966 Abou Bakr Al Seddeq Str","","Damascus","","","19790463","20130510"
"HM12432","9351"," Prime Minister Building 17 Street Nissan","","Damascus","Syria","","19790463","20130510"
"HM12433","9352"," New Sham - Building of Syrian Oil Company PO Box 60694","","Damascus","Syria","","19790463","20130510"
"HM12434","9353"," Dummar-New Sham Western Dummer 1st Island Property 2299 AFPC Building","PO Box 7660","Damascus","Syria","","19790463","20130510"
"HM12435","9354"," No 12 Saee Alley Vali E Asr Street","","Tehran","Iran","","19790463","20130510"
"HM12437","9355"," Department of law of administration of Pervomaysky district Chornogo K.5 office 417.","","","","","19790463","20130510"
"HM12442","9356","","","Pyongyang","","","19790463","20130510"
"HM12443","9357"," Rakwon-dong","Pothonggang District","Pyongyang","DPRK","","19790463","20130510"
"HM12444","9358","","Hamhung","South Hamgyong Province","","","19790463","20130510"
"HM12444","9359","","Man gyongdae-kuyok","Pyongyang","","","19790463","20130510"
"HM12444","9360","","Mangyungdae-gu","Pyongyang","","","19790463","20130510"
"HM12445","9361"," Rakwon-dong","Pothonggang District","Pyongyang","","","19790463","20130510"
"HM12446","9362","","Central District","Pyongyang","DPRK","","19790463","20130510"
"HM12446","9363","","Mangungdae-gu","Pyongyang","DPRK","","19790463","20130510"
"HM12446","9364","","Mangyongdae District","Pyongyang","DPRK","","19790463","20130510"
"HM12447","9365","","","Pyongyang","","","19790463","20130510"
"HM12448","9366","","Hyongjesan-Guyok","Pyongyang","Democratic People's Republic of Korea","","19790463","20130510"
"HM12448","9367","","Nungrado","Pyongyang","Democratic People's Republic of Korea","","19790463","20130510"
"HM12449","9368","","","Pyongyang","DPRK","","19790463","20130510"
"HM12450","9369","","Tongan-dong","Pyongyang","","","19790463","20130510"
"HM12451","9370"," PO Box 32 BEL Building Jonseung-Dung Moranbong District","","Pyongyang","DPRK","","19790463","20130510"
"HM12452","9371"," Jungson-dong Sungri Street Central District","","Pyongyang","","","19790463","20130510"
"HM12453","9372"," Changgwang Street","","Pyongyang","","","19790463","20130510"
"HM12453","9373"," Chung-Guyok Central District Sosong Street Kyongrim-Dong","","Pyongyang","","","19790463","20130510"
"HM12453","9374"," Second KWP Government Building (Ch'o'ngsa) Chungso'ng Urban Tower (Korean'Dong) Chung Ward","","Pyongyang","","","19790463","20130510"
"HM12458","9375"," Mirdamad Blvd. No. 144 PO Box 15875 / 7177","","Tehran","Iran","","19790463","20130510"
"HM12459","9376"," Taleghani Br. 130 Taleghani Ave. PO Box 11365 - 5416","","Tehran","Iran","","19790463","20130510"
"HM12460","9377"," No. 80, Tidewater Building Vozara Street Next to Saie Park","","Tehran","Iran","","19790463","20130510"
"HM12483","9378"," Dar Al Muhanisen Building 7th Floor Maysaloun Street PO Box 7572","","Damascus","Syria","","19790463","20130510"
"HM12484","9379"," Dar Al Muhanisen Building 6th Floor Maysaloun Street","","Damascus","Syria","","19790463","20130510"
"HM12485","9380"," Al-Furat St. Merjah PO Box 5467","","Damascus","Syria","","19790463","20130510"
"HM12486","9381"," Agricultural Cooperative Bank Building Damascus Tajhez PO Box 4325","","Damascus","Syria","","19790463","20130510"
"HM12487","9382"," Syrian Lebanese Commercial Bank Building 6th Floor Makdessi Street Hamra","PO Box 11-8701","Beirut","Lebanon","","19790463","20130510"
"HM12488","9383"," Dar Al Saadi Building 1st, 5th, and 6th Floor Zillat Street Mazza Area PO Box 9120","","Damascus","Syria","","19790463","20130510"
"HM12489","9384"," Head Office Mazzeh Villat Ghabia Dar Es Saada 16 PO Box 9120","","Damascus","Syria","","19790463","20130510"
"HM12490","9385"," Building No. 653 - 1st Floor Daraa Highway PO Box 81","","Damascus","Syria","","19790463","20130510"
"HM12491","9386"," Shishesh Mina Street Karaj Special Road","","Tehran","Iran","","19790463","20130510"
"HM12492","9387"," Haftom Tir Square South Mofte Avenue Tour Line No 3/1","","Tehran","Iran","","19790463","20130510"
"HM12492","9388"," PO Box 1584864813","","Tehran","Iran","","19790463","20130510"
"HM12493","9389"," Haftom Tir Square South Mofte Avenue Tour Line No 3/1","","Tehran","Iran","","19790463","20130510"
"HM12493","9390"," PO Box 1584864813","","Tehran","Iran","","19790463","20130510"
"HM12494","9391"," 147/1 St Lucia","","Valletta","Malta","","19790463","20130510"
"HM12495","9392"," M. Khomeini St. Ghazian Bandar Anzil","","Gilan","Iran","","19790463","20130510"
"HM12495","9393"," No 1, End of Shahid Mostafa Khomeini St. Tohid Square","","Badar Anzali, 1711-324","Iran","","19790463","20130510"
"HM12499","9394"," Ziba Building, 10th Floor Northern Sohrevardi Street","","Tehran","Iran","","19790463","20130510"
"HM12500","9395"," Ungartenstrasse 6","","Bonn, 53229","Germany (previous)","","19790463","20130510"
"HM12501","9396"," Karl-Barth-Strasse 14","","Bonn, 53129","Germany (previous)","","19790463","20130510"
"HM12502","9397"," Gungoren Merkez Mahallesi Toros Sokak 6/5","","Istanbul","Turkey (previous as at Aug 2009)","","19790463","20130510"
"HM12503","9398"," P.O. 2254 Altjreda al Maghrebeh Square","","Damascus","Syria","","19790463","20130510"
"HM12503","9399"," Sabah Bahrat Square","","Damascus","Syria","","19790463","20130510"
"HM12553","9400"," JI. Semenromo number 58 04/XV Ngruki Cemani Grogol","Sukoharjo","Jawa Tengah","Indonesia","","19790463","20130510"
"HM12555","9401"," A2, City Computer Plaza Shar-e-Now","","Kabul","Afghanistan (previous address)","","19790463","20130510"
"HM12555","9402"," A2, City Computer Plaza Shar-e-Now","","Kabul","Afghanistan (previous address)","","19790463","20130510"
"HM12555","9403"," A2, City Computer Plaza Shar-e-Now","","Kabul","Afghanistan (previous address)","","19790463","20130510"
"HM12555","9404"," A2, City Computer Plaza Shar-e-Now","","Kabul","Afghanistan (previous address)","","19790463","20130510"
"HM12555","9405"," Microrayan 3rd, Apt. 45, block 21","","Kabul","Afghanistan (previous address)","","19790463","20130510"
"HM12555","9406"," Microrayan 3rd, Apt. 45, block 21","","Kabul","Afghanistan (previous address)","","19790463","20130510"
"HM12555","9407"," Microrayan 3rd, Apt. 45, block 21","","Kabul","Afghanistan (previous address)","","19790463","20130510"
"HM12555","9408"," Microrayan 3rd, Apt. 45, block 21","","Kabul","Afghanistan (previous address)","","19790463","20130510"
"HM12577","9409"," Pobediteley Avenue 51/2 Room 15","","Minsk","","","19790463","20130510"
"HM12627","9410"," Jalan Ir. H. Juanda 8/10 RT/RW 002/001 Jodipan Blimbing","","Malang","Indonesia","","19790463","20130510"
"HM12627","9411"," Jalan Ir. H. Juanda 8/10 RT/RW 002/001 Jodipan Blimbing","","Malang","Indonesia","","19790463","20130510"
"HM12628","9412"," Podok Pesantren AL Wayain Ngrandu Sumber Agung Magetan","","East Java","Indonesia","","19790463","20130510"
"HM12632","9413"," Karachi","","","Pakistan","","19790463","20130510"
"HM12644","9414"," P.O. Box 2849 Building 32 Island 19 Expansion Square","","Dummar Province","","","19790463","20130510"
"HM12644","9415"," P.O. Box 3378 Building 32 Island 19 Expansion Square","","Dummar Province","","","19790463","20130510"
"HM12645","9416"," Petroleum Building Al Adawi Street","","Damascus (Headquarters)","","","19790463","20130510"
"HM12663","9417"," Jalan Raya Gongdanglegi RT/RW 1/13 Cangkring Malang Beji","Pasuran, 67154","East Java","Indonesia","","19790463","20130510"
"HM12673","9418"," Salhieh Street 616 Damascus","","","Syria","","19790463","20130510"
"HM12691","9419"," Umayyad Square Damascus","","","Syria","","19790463","20130510"
"HM12692","9420"," Merjeh Square Damascus","","","Syria","","19790463","20130510"
"HM12694","9421"," P.O. Box 35494 Mezza'h Vellat Sharqia'h beside the Consulate of Saudi Arabia Damascus","","","Syria","","19790463","20130510"
"HM12694","9422"," Syria International Islamic Bank Building Main Highway Road Al Mazzeh Area P.O. Box 35494","Damascus","","Syria","","19790463","20130510"
"HM12695","9423"," Al Oumaween Square P.O. Box 250 Damascus","","","Syria","","19790463","20130510"
"HM12696","9424"," Banias Industrial Area Latakia Entrance Way P.O. Box 13 Banias","","","Syria","","19790463","20130510"
"HM12699","9425","","","Djibouti","Republic of Djibouti","","19790463","20130510"
"HM12700","9426"," Miram Shah","North Waziristan","Federally Administered Tribal Areas","Pakistan","","19790463","20130510"
"HM12701","9427"," Abdul Satar Food Shop Ayno Mina 0093","","Kandahar Province","Afghanistan","","19790463","20130510"
"HM12701","9428"," Chaman","","Baluchistan Province","Pakistan","","19790463","20130510"
"HM12701","9429"," Kachray Road Pashtunabad","Quetta","Baluchistan Province","Pakistan","","19790463","20130510"
"HM12701","9430"," Nasrullah Khan Chowk Pashtunabad Area","","Baluchistan Province","Pakistan","","19790463","20130510"
"HM12702","9431"," Abdul Manan Chowk Pashtunabad","Quetta","Baluchistan Province","","","19790463","20130510"
"HM12703","9432","","","Dubai","United Arab Emirates","","19790463","20130510"
"HM12703","9433","","","Zabul","Iran","","19790463","20130510"
"HM12703","9434","","","Zahedan","Iran","","19790463","20130510"
"HM12703","9435","","Karachi","Sindh Province","Pakistan","","19790463","20130510"
"HM12703","9436","","Peshawar","Khyber Paktunkhwa Province","Pakistan","","19790463","20130510"
"HM12703","9437"," Ansari Market, 2nd Floor","","Nimroz Province","Afghanistan","","19790463","20130510"
"HM12703","9438"," Chaman Central Bazaar Chaman","","Baluchistan Province","Pakistan","","19790463","20130510"
"HM12703","9439"," Chohar Mir Road Kandahari Bazaar","Quetta City","Baluchistan Province","Pakistan","","19790463","20130510"
"HM12703","9440"," Gereshk City Nahr-e Saraj District","","Helmand Province","Afghanistan","","19790463","20130510"
"HM12703","9441"," Haji Ghulam Nabi Market, 2nd Floor Lashkar Gah District","","Helmand Province","Afghanistan","","19790463","20130510"
"HM12703","9442"," Kachara Road Nasrullah Khan Chowk","Quetta","Baluchistan Province","Pakistan","","19790463","20130510"
"HM12703","9443"," Khorasan Market Shahre Naw District 5","Herat City","Herat Province","Afghanistan","","19790463","20130510"
"HM12703","9444"," Larran Road number 2 Chaman","","Baluchistan Province","Pakistan","","19790463","20130510"
"HM12703","9445"," Lashkar Gah Bazaar Lashkar Gah Lashkar Gah District","","Helmand Province","Aghanistan","","19790463","20130510"
"HM12703","9446"," Moishah Chowk Road","Lahore","Punjab Province","Pakistan","","19790463","20130510"
"HM12703","9447"," New Sarafi Market, 2nd Floor","Kandahar City","Kandahar Province","Afghanistan","","19790463","20130510"
"HM12703","9448"," Office number 3 Near Fatima Jinnah Road Dr. Bano Road","Quetta","Baluchistan Province","Pakistan","","19790463","20130510"
"HM12703","9449"," Room number 1 Abdul Sattar Plaza Hafiz Saleem Street Munsafi Road","Quetta","Baluchistan Province","Pakistan","","19790463","20130510"
"HM12703","9450"," Safi Market","Kandahar City","Kandahar Province","Afghanistan","","19790463","20130510"
"HM12703","9451"," Sarafi Market Farah","","","Afghanistan","","19790463","20130510"
"HM12703","9452"," Sarafi Market Wesh","","Spin Boldak District","Afghanistan","","19790463","20130510"
"HM12703","9453"," Sarafi Market Zaranj District","","Nimroz Province","Afghanistan","","19790463","20130510"
"HM12703","9454"," Shop number 237 Shah Zada Market (aka Sarai Shahzada) Puli Khishti Area Police District 1","","Kabul","Afghanistan","","19790463","20130510"
"HM12703","9455"," Shop number 3 Dr. Bano Road","Quetta","Baluchistan Province","Pakistan","","19790463","20130510"
"HM12703","9456"," Shop numbers 21 and 22, 2nd Floor Kandahar City Sarafi Market","Kandahar City","Kandahar Province","Afghanistan","","19790463","20130510"
"HM12703","9457"," Suite numbers 196-197, 3rd Floor Khorasan Market","Herat City","Herat Province","Afghanistan","","19790463","20130510"
"HM12703","9458"," Wazir Mohammad Road","Quetta","Baluchistan Province","Pakistan","","19790463","20130510"
"HM12704","9459"," Aziz Market, in front of Azizi Bank Waish Border","Spin Boldak District","Kandahar Province","Afghanistan","","19790463","20130510"
"HM12704","9460"," Chaghi Chaghi District","","Baluchistan Province","Pakistan","","19790463","20130510"
"HM12704","9461"," Cholmon Road","Quetta","Baluchistan Province","Pakistan","","19790463","20130510"
"HM12704","9462"," Flat number 4 Furqan Centre Jamaluddin Afghani Road","Quetta","Baluchistan Province","Pakistan","","19790463","20130510"
"HM12704","9463"," Gerd-e-Jangal Chaghi District","","Baluchistan Province","Pakistan","","19790463","20130510"
"HM12704","9464"," Haji Ghulam Nabi Market Lashkar Gar","","Helmand Province","Afghanistan","","19790463","20130510"
"HM12704","9465"," Hazar Joft Garmser District","","Helmand Province","Afghanistan","","19790463","20130510"
"HM12704","9466"," Ismat Bazaar Marjah District","","Helmand Province","Afghanistan","","19790463","20130510"
"HM12704","9467"," Lakri City","","Helmand Province","Afghanistan","","19790463","20130510"
"HM12704","9468"," Lashkar Gar Bazaar","","Helmand Province","Afghanistan","","19790463","20130510"
"HM12704","9469"," Main Bazaar Safar","","Helmand Province","Afghanistan","","19790463","20130510"
"HM12704","9470"," Money Exchange Market Lashkar Gar","","Helmand Province","Afghanistan","","19790463","20130510"
"HM12704","9471"," Munsafi Road","Quetta","Baluchistan Province","Pakistan","","19790463","20130510"
"HM12704","9472"," Office number 4, 2nd Floor Muslim Plaza Building Doctor Banu Road","Quetta","Baluchistan Province","Pakistan","","19790463","20130510"
"HM12704","9473"," Safar Bazaar Garmser District","","Helmand Province","Afghanistan","","19790463","20130510"
"HM12704","9474"," Shop number 1, 1st Floor Kadari Place Abdul Samad Khan Street (next to Fatima Jena Road)","Quetta","Baluchistan Province","Pakistan","","19790463","20130510"
"HM12704","9475"," Shop number 1584 Furqan (Fahr Khan) Centre Chalhor Mal Road","Quetta","Baluchistan Province","Pakistan","","19790463","20130510"
"HM12704","9476"," Shop number 25, 5th Floor Sarafi Market Kandahar City","Kandahar District","Kandahar Province","Afghanistan","","19790463","20130510"
"HM12704","9477"," Suite number 8, 4th Floor Sarafi Market District number 1","Kandahar City","Kandahar Province","Afghanistan","","19790463","20130510"
"HM12704","9478"," Zaranj","","Nimruz Province","Afghanistan","","19790463","20130510"
"HM12733","9479"," Bab Al-Faraj PO Box 729","","Aleppo","","","19790463","20130510"
"HM12734","9480"," Al-Mohafazeh Square P.O. Box 417","","Damascus","Syria","","19790463","20130510"
"HM12736","9481"," 17 rue  Beaumont","","","Luxembourg (previous address)","","19790463","20130510"
"HM12737","9482"," Majengo area","","Mombasa","Kenya","","19790463","20130510"
"HM12737","9483"," Majengo area","","Mombasa","Kenya","","19790463","20130510"
"HM12739","9484"," Palestine Avenue North next to Zarathustra  Avenue 81","","","","","19790463","20130510"
"HM12740","9485"," Taleghani Avenue next to Hafez Bridge","","","","","19790463","20130510"
"HM12741","9486"," First Central Building Taleghan St P.O. Box 1863 and 2501","","Tehran","Iran","","19790463","20130510"
"HM12741","9487"," NIOC HQ National Iranian Oil Company Hafez Crossing Taleghani Avenue","","Tehran","Iran","","19790463","20130510"
"HM12742","9488"," 7 Temasek Boulevard 07-02 Suntec Tower One","","","Singapore","","19790463","20130510"
"HM12743","9489"," NIOC House 4 Victoria Street","","London","United Kingdom","","19790463","20130510"
"HM12745","9490"," No.23 East Daneshvar St North Shiraz St Molasadra St Vanak Sq","","Tehran","Iran","","19790463","20130510"
"HM12746","9491"," Karoon Industrial Zone Ahwaz","","Khouzestan","Iran","","19790463","20130510"
"HM12747","9492"," No.61 Shahid Kalantari St Sepahbod Qarani Ave","","Tehran","Iran","","19790463","20130510"
"HM12748","9493"," No.8 35th St Alvand St Argentine Sq","","Tehran","Iran","","19790463","20130510"
"HM12749","9494"," No.19 11th St Khaled Eslamboli St","","Tehran","Iran","","19790463","20130510"
"HM12750","9495"," Airport Sq Pasdaran Blvd Ahwaz","","Khouzestan","Iran","","19790463","20130510"
"HM12751","9496"," Parvaneh St Karimkhan Zand Blvd","","Shiraz","Iran","","19790463","20130510"
"HM12752","9497"," Ahwaz-Mahshahr Rd (Km 12)","","Ahwaz","Iran","","19790463","20130510"
"HM12753","9498"," Masjed Soleyman","","Khouzestan","Iran","","19790463","20130510"
"HM12754","9499"," Gachsaran Kohkiluye-va-Boyer","","Ahmad","Iran","","19790463","20130510"
